Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G??
1,Stephen Curry,PG,27,GSW,79,79,34.2,10.2,20.2,5.1,11.2,5.1,9,4.6,5.1,0.9,4.6,5.4,6.7,2.1,0.2,3.3,2,30.1
2,James Harden,SG,26,HOU,82,82,38.1,8.7,19.7,2.9,8,5.8,11.7,8.8,10.2,0.8,5.3,6.1,7.5,1.7,0.6,4.6,2.8,29
3,Kevin Durant,SF,27,OKC,72,72,35.8,9.7,19.2,2.6,6.7,7.1,12.5,6.2,6.9,0.6,7.6,8.2,5,1,1.2,3.5,1.9,28.2
4,DeMarcus Cousins,C,25,SAC,65,65,34.6,9.2,20.5,1.1,3.2,8.2,17.3,7.3,10.2,2.4,9.1,11.5,3.3,1.6,1.4,3.8,3.6,26.9
5,LeBron James,SF,31,CLE,76,76,35.6,9.7,18.6,1.1,3.7,8.6,14.9,4.7,6.5,1.5,6,7.4,6.8,1.4,0.6,3.3,1.9,25.3
6,Damian Lillard,PG,25,POR,75,75,35.7,8.2,19.7,3.1,8.1,5.2,11.5,5.5,6.2,0.6,3.4,4,6.8,0.9,0.4,3.2,2.2,25.1
7,Anthony Davis,PF,22,NOP,61,61,35.5,9.2,18.6,0.6,1.8,8.6,16.9,5.3,7,2.1,8.1,10.3,1.9,1.3,2,2,2.4,24.3
8,DeMar DeRozan,SG,26,TOR,78,78,35.9,7.9,17.7,0.6,1.8,7.3,15.9,7.1,8.4,0.8,3.7,4.5,4,1,0.3,2.2,2.1,23.5
9,Russell Westbrook,PG,27,OKC,80,80,34.4,8.2,18.1,1.3,4.3,6.9,13.8,5.8,7.2,1.8,6,7.8,10.4,2,0.3,4.3,2.5,23.5
10,Paul George,SF,25,IND,81,81,34.8,7.5,17.9,2.6,7,4.9,10.9,5.6,6.5,1,6,7,4.1,1.9,0.4,3.3,2.8,23.1
11,Isaiah Thomas,PG,26,BOS,82,79,32.2,7.2,16.9,2,5.7,5.2,11.2,5.8,6.6,0.6,2.4,3,6.2,1.1,0.1,2.7,2,22.2
12,Klay Thompson,SG,25,GSW,80,80,33.3,8.1,17.3,3.5,8.1,4.7,9.2,2.4,2.8,0.4,3.4,3.8,2.1,0.8,0.6,1.7,1.9,22.1
13,Carmelo Anthony,SF,31,NYK,72,72,35.1,7.9,18.2,1.5,4.3,6.4,13.8,4.6,5.6,1.4,6.4,7.7,4.2,0.9,0.5,2.4,2.5,21.8
14,Blake Griffin,PF,26,LAC,35,35,33.4,8.6,17.2,0.2,0.5,8.4,16.7,4,5.5,1.5,6.9,8.4,4.9,0.8,0.5,2.4,2.7,21.4
15,Kawhi Leonard,SF,24,SAS,72,72,33.1,7.7,15.1,1.8,4,5.9,11.1,4.1,4.6,1.3,5.5,6.8,2.6,1.8,1,1.5,1.8,21.2
16,Kyle Lowry,PG,29,TOR,77,77,37,6.6,15.6,2.8,7.1,3.9,8.5,5.2,6.4,0.7,4,4.7,6.4,2.1,0.4,2.9,2.7,21.2
17,Jimmy Butler,SG,26,CHI,67,67,36.9,7,15.4,1,3.1,6.1,12.4,5.9,7.1,1.2,4.2,5.3,4.8,1.6,0.6,2,1.9,20.9
18,Kemba Walker,PG,25,CHO,81,81,35.6,7,16.4,2.2,6,4.8,10.4,4.6,5.4,0.7,3.7,4.4,5.2,1.6,0.5,2.1,1.4,20.9
19,C.J. McCollum,SG,24,POR,80,80,34.8,8,17.9,2.5,5.9,5.6,12,2.3,2.8,0.6,2.7,3.2,4.3,1.2,0.3,2.5,2.3,20.8
20,Andrew Wiggins,SF,20,MIN,81,81,35.1,7.3,16,0.7,2.3,6.6,13.6,5.3,7,1.3,2.3,3.6,2,1,0.6,2.2,2,20.7
21,Brook Lopez,C,27,BRK,73,73,33.7,8.1,15.8,0,0.2,8.1,15.7,4.3,5.5,2.8,5.1,7.8,2,0.8,1.7,2.4,2.9,20.6
22,Eric Bledsoe,PG,26,PHO,31,31,34.2,7.2,15.9,1.5,4.2,5.6,11.7,4.5,5.5,0.6,3.5,4,6.1,2,0.6,3.5,2.4,20.4
23,John Wall,PG,25,WAS,77,77,36.2,7.4,17.5,1.5,4.3,5.9,13.3,3.5,4.5,0.5,4.4,4.9,10.2,1.9,0.8,4.1,2.1,19.9
24,Gordon Hayward,SF,25,UTA,80,80,36.2,6.5,15,1.8,5.1,4.7,9.9,4.9,6,0.8,4.2,5,3.7,1.2,0.3,2.5,2.3,19.7
25,Kyrie Irving,PG,23,CLE,53,53,31.5,7.4,16.6,1.6,4.9,5.8,11.6,3.2,3.6,0.8,2.1,3,4.7,1.1,0.3,2.3,2,19.6
26,Brandon Knight,SG,24,PHO,52,50,36,7.1,17.2,2.3,6.8,4.8,10.5,3,3.5,0.7,3.2,3.9,5.1,1.2,0.4,3.4,2.4,19.6
27,Danilo Gallinari,SF,27,DEN,53,53,34.7,5.4,13.2,1.6,4.5,3.8,8.7,7.1,8.2,1,4.3,5.3,2.5,0.8,0.4,1.5,1.6,19.5
28,Chris Paul,PG,30,LAC,74,74,32.7,7,15.1,1.6,4.4,5.3,10.6,4,4.4,0.5,3.7,4.2,10,2.1,0.2,2.6,2.5,19.5
29,Chris Bosh,PF,31,MIA,53,53,33.5,6.8,14.5,1.5,4.2,5.2,10.3,4,5.1,0.9,6.5,7.4,2.4,0.7,0.6,1.5,1.9,19.1
30,Dwyane Wade,SG,34,MIA,74,73,30.5,7.3,16,0.1,0.6,7.2,15.4,4.4,5.5,1.1,3,4.1,4.6,1.1,0.6,2.7,1.6,19
31,Reggie Jackson,PG,25,DET,79,79,30.7,6.8,15.7,1.5,4.2,5.3,11.5,3.7,4.3,0.7,2.5,3.2,6.2,0.7,0.1,2.8,2.4,18.8
32,Dirk Nowitzki,PF,37,DAL,75,75,31.5,6.6,14.8,1.7,4.6,5,10.3,3.3,3.7,0.7,5.8,6.5,1.8,0.7,0.7,1.1,2.1,18.3
33,Karl-Anthony Towns,C,20,MIN,82,82,32,7.6,14.1,0.4,1.1,7.3,13,2.7,3.4,2.8,7.7,10.5,2,0.7,1.7,2.2,3,18.3
34,Khris Middleton,SG,24,MIL,79,79,36.1,6.4,14.5,1.8,4.6,4.6,9.9,3.5,3.9,0.6,3.3,3.8,4.2,1.7,0.2,2.3,2.6,18.2
35,Nikola Vucevic,C,25,ORL,65,60,31.3,8.2,16.1,0,0.1,8.2,16,1.7,2.3,2.7,6.2,8.9,2.8,0.8,1.1,1.9,2.7,18.2
36,LaMarcus Aldridge,PF,30,SAS,74,74,30.6,7.2,14.1,0,0.2,7.2,13.9,3.5,4.1,2.4,6.2,8.5,1.5,0.5,1.1,1.3,2,18
37,Kobe Bryant,SF,37,LAL,66,66,28.2,6,16.9,2,7.1,4,9.8,3.5,4.3,0.6,3.1,3.7,2.8,0.9,0.2,2,1.7,17.6
38,Jahlil Okafor,C,20,PHI,53,48,30,7.5,14.7,0,0.1,7.5,14.6,2.5,3.7,2.3,4.7,7,1.2,0.4,1.2,2.3,2.6,17.5
39,Bradley Beal,SG,22,WAS,55,35,31.1,6.5,14.5,1.9,4.9,4.6,9.6,2.5,3.2,0.7,2.7,3.4,2.9,1,0.2,2,2.1,17.4
40,Rudy Gay,SF,29,SAC,70,70,34,6.7,14.4,1.1,3.1,5.6,11.3,2.8,3.6,1.5,5,6.5,1.7,1.4,0.7,2,2.6,17.2
41,Paul Millsap,PF,30,ATL,81,81,32.7,6.2,13.2,0.9,2.9,5.3,10.3,3.8,5,2.4,6.6,9,3.3,1.8,1.7,2.4,2.9,17.1
42,Ryan Anderson,PF,27,NOP,66,7,30.4,6,14.1,2,5.4,4,8.7,3,3.5,2,4,6,1.1,0.6,0.4,1.4,1.7,17
43,Giannis Antetokounmpo,PG,21,MIL,80,79,35.3,6.4,12.7,0.4,1.4,6.1,11.3,3.7,5.1,1.4,6.2,7.7,4.3,1.2,1.4,2.6,3.2,16.9
44,Jrue Holiday,PG,25,NOP,65,23,28.2,6.3,14.4,1.3,4,5,10.4,2.8,3.3,0.4,2.6,3,6,1.4,0.3,2.6,2.3,16.8
45,Marc Gasol,C,31,MEM,52,52,34.4,6.3,13.6,0,0.1,6.3,13.5,3.9,4.7,1.1,5.8,7,3.8,1,1.3,2.3,2.7,16.6
46,Pau Gasol,C,35,CHI,72,72,31.8,6.5,13.8,0.3,1,6.2,12.9,3.2,4,2.2,8.9,11,4.1,0.6,2,2.3,2.1,16.5
47,Derrick Favors,PF,24,UTA,62,59,32,6.7,13.1,0,0.1,6.7,13,2.9,4.1,2.7,5.4,8.1,1.5,1.2,1.5,1.7,2.4,16.4
48,Derrick Rose,PG,27,CHI,66,66,31.8,6.8,15.9,0.7,2.3,6.1,13.6,2.2,2.7,0.7,2.7,3.4,4.7,0.7,0.2,2.7,1.3,16.4
49,J.J. Redick,SG,31,LAC,75,75,28,5.6,11.7,2.7,5.6,3,6.1,2.4,2.7,0.1,1.7,1.9,1.4,0.6,0.1,1,1.8,16.3
50,Andre Drummond,C,22,DET,81,81,32.9,6.8,13.1,0,0.1,6.8,13,2.6,7.2,4.9,9.9,14.8,0.8,1.5,1.4,1.9,3,16.2
51,Kevin Love,PF,27,CLE,77,77,31.5,5.3,12.7,2.1,5.7,3.3,7,3.4,4.1,1.9,8,9.9,2.4,0.8,0.5,1.8,2.1,16
52,Victor Oladipo,SG,23,ORL,72,52,33,5.9,13.5,1.4,3.9,4.5,9.6,2.8,3.4,0.7,4.1,4.8,3.9,1.6,0.8,2.1,2.4,16
53,Jeff Teague,PG,27,ATL,79,78,28.5,5.5,12.5,1.4,3.5,4.1,9,3.3,3.9,0.4,2.3,2.7,5.9,1.2,0.3,2.8,2.1,15.7
54,Jordan Clarkson,SG,23,LAL,79,79,32.3,6,13.9,1.4,4.1,4.6,9.8,2.1,2.6,1.2,2.8,4,2.4,1.1,0.1,1.7,2.1,15.5
55,Evan Fournier,SF,23,ORL,79,71,32.5,5.4,11.8,2,4.9,3.5,6.8,2.5,3,0.4,2.4,2.8,2.7,1.2,0,1.7,2.7,15.4
56,Mike Conley,PG,28,MEM,56,56,31.4,5.3,12.4,1.4,3.8,3.9,8.6,3.4,4.1,0.5,2.5,2.9,6.1,1.2,0.3,1.5,1.8,15.3
57,Greg Monroe,C,25,MIL,79,67,29.3,6.2,11.9,0,0,6.2,11.9,2.9,3.9,2.8,6.1,8.8,2.3,0.9,0.8,1.6,2.1,15.3
58,Zach Randolph,PF,34,MEM,68,53,29.6,6.3,13.3,0.1,0.4,6.3,13,2.5,3.2,2.6,5.1,7.8,2.1,0.6,0.2,1.5,2.1,15.3
59,Lou Williams,SG,29,LAL,67,35,28.5,4.2,10.3,1.6,4.8,2.6,5.6,5.3,6.3,0.5,2.1,2.5,2.5,0.9,0.3,1.6,1.6,15.3
60,Avery Bradley,SG,25,BOS,76,72,33.4,6,13.4,1.9,5.4,4.1,8.1,1.3,1.6,0.6,2.3,2.9,2.1,1.5,0.3,1.4,2.2,15.2
61,Tyreke Evans,SG,26,NOP,25,25,30.6,5.4,12.6,1.3,3.4,4.1,9.2,3,3.7,0.8,4.4,5.2,6.6,1.3,0.3,2.9,2.6,15.2
62,Eric Gordon,SG,27,NOP,45,44,32.9,5.1,12.3,2.5,6.5,2.6,5.7,2.5,2.8,0.2,2,2.2,2.7,1,0.3,1.6,2.2,15.2
63,Al Horford,C,29,ATL,82,82,32.1,6.5,12.8,1.1,3.1,5.4,9.7,1.3,1.6,1.8,5.5,7.3,3.2,0.8,1.5,1.3,2,15.2
64,Thaddeus Young,PF,27,BRK,73,73,33,6.8,13.2,0.1,0.4,6.7,12.8,1.4,2.2,2.4,6.6,9,1.8,1.5,0.5,1.9,2.5,15.1
65,Nicolas Batum,SF,27,CHO,70,70,35,5.3,12.5,2,5.7,3.3,6.8,2.3,2.7,0.8,5.3,6.1,5.8,0.9,0.6,2.9,1.6,14.9
66,Tobias Harris,PF,23,TOT,76,74,33.1,5.5,11.7,1.1,3.1,4.4,8.6,2.7,3.2,1.3,5.4,6.7,2.2,0.9,0.5,1.4,2,14.7
67,Kentavious Caldwell-Pope,SG,22,DET,76,76,36.7,5.3,12.6,1.5,4.9,3.8,7.8,2.4,3,0.9,2.8,3.7,1.8,1.4,0.2,1.4,2.2,14.5
68,Rodney Hood,SG,23,UTA,79,79,32.2,5.2,12.3,2,5.7,3.1,6.6,2.2,2.5,0.5,2.9,3.4,2.7,0.9,0.2,1.6,2.6,14.5
69,Will Barton,SG,25,DEN,82,1,28.7,5.2,12,1.4,4,3.8,8,2.6,3.3,0.7,5.1,5.8,2.5,0.9,0.5,1.7,1.8,14.4
70,Kristaps Porzingis,PF,20,NYK,72,72,28.4,5.2,12.3,1.1,3.4,4.1,8.9,2.8,3.3,1.8,5.5,7.3,1.3,0.7,1.9,1.7,2.8,14.3
71,Jamal Crawford,SG,35,LAC,79,5,26.9,4.8,11.9,1.5,4.4,3.3,7.5,3.1,3.4,0.3,1.6,1.8,2.3,0.7,0.2,1.4,1.5,14.2
72,Jae Crowder,SF,25,BOS,73,73,31.6,4.9,11.1,1.7,5,3.3,6.2,2.7,3.3,1,4.2,5.1,1.8,1.7,0.5,1.1,2.7,14.2
73,Hassan Whiteside,C,26,MIA,73,43,29.1,5.7,9.3,0,0,5.7,9.3,2.9,4.5,3.3,8.6,11.8,0.4,0.6,3.7,1.9,2.8,14.2
74,Goran Dragic,PG,29,MIA,72,72,32.8,5.8,12.2,0.9,2.8,4.9,9.3,1.7,2.3,0.8,3.1,3.8,5.8,1,0.2,2.6,2.6,14.1
75,Marcus Morris,SF,26,DET,80,80,35.7,5.1,11.8,1.4,3.7,3.8,8.1,2.5,3.4,1.1,3.9,5.1,2.5,0.8,0.3,1.8,2.1,14.1
76,Jabari Parker,PF,20,MIL,76,72,31.7,5.8,11.8,0.1,0.5,5.7,11.4,2.3,3,1.6,3.6,5.2,1.7,0.9,0.4,1.5,2,14.1
77,Deron Williams,PG,31,DAL,65,63,32.4,4.9,11.9,1.5,4.3,3.4,7.6,2.8,3.2,0.3,2.6,2.9,5.8,0.9,0.2,2.3,2.4,14.1
78,Darren Collison,PG,28,SAC,74,15,30,5.1,10.5,1.2,2.9,3.9,7.6,2.6,3.1,0.4,1.9,2.3,4.3,1,0.1,1.8,1.9,14
79,Draymond Green,PF,25,GSW,81,81,34.7,5,10.1,1.2,3.2,3.7,6.9,2.8,4.1,1.7,7.8,9.5,7.4,1.5,1.4,3.2,3,14
80,Zach LaVine,SG,20,MIN,82,33,28,5.3,11.7,1.5,3.9,3.8,7.8,2,2.5,0.3,2.5,2.8,3.1,0.8,0.2,1.9,2.4,14
81,Devin Booker,SG,19,PHO,76,51,27.7,4.8,11.4,1.3,3.8,3.5,7.6,2.8,3.4,0.4,2.1,2.5,2.6,0.6,0.3,2.1,3,13.8
82,Monta Ellis,SG,30,IND,81,81,33.8,5.4,12.6,1.1,3.5,4.3,9.1,2,2.5,0.5,2.8,3.3,4.7,1.9,0.5,2.5,2.1,13.8
83,Dwight Howard,C,30,HOU,71,71,32.1,5.2,8.5,0,0.1,5.2,8.4,3.3,6.7,3.4,8.4,11.8,1.4,1,1.6,2.3,3.1,13.7
84,Chandler Parsons,SF,27,DAL,61,51,29.5,5.2,10.7,1.7,4.1,3.5,6.6,1.5,2.2,0.5,4.2,4.7,2.8,0.8,0.3,1.6,1.9,13.7
85,Marcin Gortat,C,31,WAS,75,74,30.1,5.8,10.2,0,0,5.8,10.2,1.9,2.8,3,6.9,9.9,1.4,0.6,1.3,1.6,2.6,13.5
86,Alec Burks,SG,24,UTA,31,3,25.7,4.4,10.8,1,2.5,3.4,8.2,3.4,4.5,0.5,3,3.5,2,0.6,0.1,1.6,2.3,13.3
87,D'Angelo Russell,PG,19,LAL,80,48,28.2,4.9,12,1.6,4.6,3.3,7.3,1.8,2.4,0.6,2.8,3.4,3.3,1.2,0.2,2.5,1.8,13.2
88,Dahntay Jones,SF,35,CLE,1,0,42,6,14,1,2,5,12,0,0,1,4,5,2,1,2,0,6,13
89,Arron Afflalo,SG,30,NYK,71,57,33.4,5,11.3,1.3,3.4,3.7,7.9,1.5,1.8,0.3,3.4,3.7,2,0.4,0.1,1.2,2,12.8
90,Michael Beasley,SF,27,HOU,20,0,18.2,5.4,10.3,0.2,0.5,5.2,9.8,1.9,2.5,1.5,3.5,4.9,0.8,0.6,0.5,1.2,2,12.8
91,Robert Covington,SF,25,PHI,67,49,28.4,4.1,10.6,2.5,7.2,1.6,3.4,2.1,2.6,1,5.3,6.3,1.4,1.6,0.6,2.1,3.5,12.8
92,Jarrett Jack,PG,32,BRK,32,32,32.1,4.4,11.2,1,3.2,3.4,8,3.1,3.5,0.3,4,4.3,7.4,1.1,0.2,2.9,2.4,12.8
93,Emmanuel Mudiay,PG,19,DEN,68,66,30.4,4.8,13.3,1.1,3.4,3.8,9.9,2.1,3.1,0.5,2.9,3.4,5.5,1,0.5,3.2,2.1,12.8
94,Jonas Valanciunas,C,23,TOR,60,59,26,5.1,8.9,0,0,5.1,8.9,2.7,3.6,3.1,6.1,9.1,0.7,0.4,1.3,1.4,2.6,12.8
95,Trevor Ariza,SF,30,HOU,81,81,35.3,4.4,10.6,2.3,6.2,2.1,4.4,1.6,2,0.8,3.7,4.5,2.3,2,0.3,1.4,2.2,12.7
96,DeAndre Jordan,C,27,LAC,77,77,33.7,4.6,6.6,0,0,4.6,6.6,3.5,8,3.5,10.3,13.8,1.2,0.7,2.3,1.4,2.7,12.7
97,Enes Kanter,C,23,OKC,82,1,21,5,8.8,0.1,0.3,4.9,8.5,2.4,3.1,3,5.1,8.1,0.4,0.3,0.4,1.4,2,12.7
98,Michael Kidd-Gilchrist,SF,22,CHO,7,7,29.3,4.7,8.7,0.4,1,4.3,7.7,2.9,4.1,1.7,4.7,6.4,1.3,0.4,0.4,1.1,1.3,12.7
99,Serge Ibaka,PF,26,OKC,78,78,32.1,5.3,11.1,0.8,2.4,4.6,8.8,1.2,1.6,1.8,5,6.8,0.8,0.5,1.9,1.4,2.7,12.6
100,Ish Smith,PG,27,TOT,77,53,29.1,5.2,12.6,0.7,2.2,4.4,10.4,1.6,2.3,0.6,3.4,4,6.5,1.1,0.3,2.3,1.7,12.6
101,Kenneth Faried,PF,26,DEN,67,64,25.3,5.2,9.3,0,0,5.2,9.3,2,3.3,3.5,5.2,8.7,1.2,0.5,0.9,1.4,2.5,12.5
102,Wesley Matthews,SG,29,DAL,78,78,33.9,4.2,10.9,2.4,6.7,1.8,4.2,1.6,1.9,0.3,2.7,3.1,1.9,1,0.2,1,2.3,12.5
103,J.R. Smith,SG,30,CLE,77,77,30.7,4.6,11,2.6,6.6,1.9,4.4,0.6,0.9,0.6,2.3,2.8,1.7,1.1,0.3,0.8,2.6,12.4
104,Luol Deng,PF,30,MIA,74,73,32.4,4.6,10.1,1.2,3.5,3.4,6.6,2,2.6,1.5,4.5,6,1.9,1,0.4,1.1,1.6,12.3
105,Gary Harris,SG,21,DEN,76,76,32.1,4.7,10.1,1.4,3.9,3.3,6.2,1.4,1.8,0.7,2.2,2.9,1.9,1.3,0.2,1.3,1.9,12.3
106,Joe Johnson,SF,34,TOT,81,81,33.4,4.7,10.6,1.5,3.9,3.2,6.7,1.5,1.8,0.6,3,3.6,3.9,0.8,0,2,1.8,12.2
107,Mirza Teletovic,PF,30,PHO,79,1,21.3,4.2,9.8,2.3,5.8,1.9,4,1.5,2,0.7,3.1,3.8,1.1,0.4,0.3,1.1,2,12.2
108,George Hill,PG,29,IND,74,73,34.1,4.4,10,1.7,4.2,2.7,5.7,1.5,2,0.8,3.2,4,3.5,1.1,0.2,1.4,2,12.1
109,Al Jefferson,C,31,CHO,47,18,23.3,5.2,10.7,0,0,5.2,10.7,1.5,2.4,1.2,5.2,6.4,1.5,0.6,0.9,0.7,2.5,12
110,Markieff Morris,PF,26,TOT,64,45,25.5,4.8,11.2,0.7,2.4,4,8.8,1.7,2.3,1.1,4.4,5.5,1.9,0.9,0.5,2.1,2.9,12
111,Tony Parker,PG,33,SAS,72,72,27.5,4.9,9.9,0.4,0.9,4.5,9,1.8,2.4,0.2,2.2,2.4,5.3,0.8,0.2,1.8,1.6,11.9
112,Rajon Rondo,PG,29,SAC,72,72,35.2,4.9,10.9,0.9,2.4,4.1,8.5,1.2,2.1,1.1,5,6,11.7,2,0.1,3.9,2.4,11.9
113,Omri Casspi,SF,27,SAC,69,21,27.2,4.3,9,1.6,4,2.7,5,1.5,2.3,0.8,5.1,5.9,1.4,0.8,0.2,1.4,2.2,11.8
114,C.J. Miles,SF,28,IND,64,24,22.9,4,9.9,2.2,6,1.8,3.9,1.5,1.9,0.4,2.3,2.7,1,0.8,0.5,1.1,2.2,11.8
115,Nikola Mirotic,PF,24,CHI,66,38,24.9,3.8,9.2,2,5.2,1.7,4,2.2,2.7,0.9,4.6,5.5,1.5,0.9,0.7,1.5,2.3,11.8
116,Harrison Barnes,SF,23,GSW,66,59,30.9,4.5,9.6,1.2,3.2,3.2,6.3,1.5,2,1.2,3.8,4.9,1.8,0.6,0.2,0.9,2.1,11.7
117,Jeff Green,SF,29,TOT,80,41,28.2,4.4,10.3,0.8,2.7,3.6,7.6,2.1,2.8,0.9,3.2,4.2,1.7,0.7,0.5,1.2,2.1,11.7
118,Jeremy Lin,SG,27,CHO,78,13,26.3,3.8,9.3,1,2.9,2.9,6.4,3.1,3.7,0.5,2.7,3.2,3,0.7,0.5,1.9,2.1,11.7
119,Marvin Williams,PF,29,CHO,81,81,28.9,4.2,9.2,1.9,4.7,2.3,4.6,1.5,1.8,1.6,4.9,6.4,1.4,0.7,1,0.8,1.6,11.7
120,Kent Bazemore,SF,26,ATL,75,68,27.8,4.3,9.7,1.5,4.1,2.8,5.6,1.6,2,0.4,4.7,5.1,2.3,1.3,0.5,1.8,2.3,11.6
121,Otto Porter,SF,22,WAS,75,73,30.3,4.5,9.6,1.3,3.6,3.2,6,1.3,1.7,1.3,3.9,5.2,1.6,1.4,0.4,0.9,2.2,11.6
122,Michael Carter-Williams,PG,24,MIL,54,37,30.5,4.6,10.3,0.3,1,4.4,9.3,2,3,0.9,4.2,5.1,5.2,1.5,0.8,2.8,3,11.5
123,Jordan Hamilton,SF,25,NOP,11,4,27.6,4.5,10.5,1.2,4.1,3.3,6.5,1.3,1.9,1.1,4.5,5.6,2.3,0.7,0.3,1.5,2.2,11.4
124,Julius Randle,PF,21,LAL,81,60,28.2,4.4,10.3,0.1,0.4,4.3,9.9,2.4,3.3,2.1,8.1,10.2,1.8,0.7,0.4,1.8,3,11.3
125,Bojan Bogdanovic,SF,26,BRK,79,39,26.8,4.1,9.5,1.6,4.3,2.5,5.2,1.4,1.7,0.5,2.8,3.2,1.3,0.4,0.1,1.5,1.5,11.2
126,Sean Kilpatrick,SG,26,TOT,31,0,19.9,4,8.7,1.3,3.7,2.7,5,1.9,2.2,0.4,1.4,1.8,0.9,0.4,0.1,1,1.2,11.1
127,Nerlens Noel,C,21,PHI,67,62,29.3,4.6,8.8,0,0,4.6,8.7,2,3.4,2.3,5.8,8.1,1.8,1.8,1.5,2.4,2.9,11.1
128,Isaiah Canaan,SG,24,PHI,77,39,25.5,3.4,9.4,2.3,6.3,1.1,3.1,1.9,2.3,0.3,2,2.3,1.8,0.7,0.2,1.2,1.7,11
129,DeMarre Carroll,SF,29,TOR,26,22,30.2,4,10.4,1.8,4.5,2.3,5.8,1.2,1.9,1.2,3.5,4.7,1,1.7,0.2,1.1,2.4,11
130,Dennis Schroder,PG,22,ATL,80,6,20.3,4.1,9.8,1,3,3.2,6.8,1.8,2.3,0.3,2.2,2.6,4.4,0.9,0.1,2.3,1.7,11
131,T.J. Warren,SF,22,PHO,47,4,22.8,4.7,9.4,0.6,1.5,4.1,7.9,1,1.4,1.2,1.9,3.1,0.9,0.8,0.3,0.7,2,11
132,J.J. Barea,PG,31,DAL,74,16,22.5,4.3,9.6,1.4,3.5,2.9,6.1,1,1.3,0.4,1.7,2.1,4.1,0.4,0,1.5,1.5,10.9
133,Elfrid Payton,PG,21,ORL,73,69,29.4,4.4,10,0.4,1.3,3.9,8.7,1.5,2.6,1.1,2.5,3.6,6.4,1.2,0.3,2.4,2.2,10.7
134,Trey Burke,PG,23,UTA,64,0,21.3,4.1,9.9,1.4,4,2.7,5.9,1,1.3,0.3,1.5,1.8,2.3,0.5,0.1,1.3,1.3,10.6
135,Norris Cole,PG,27,NOP,45,23,26.6,4.4,10.8,0.7,2.3,3.6,8.5,1.2,1.4,0.2,3.1,3.4,3.7,0.8,0.1,1.7,2.3,10.6
136,Shabazz Muhammad,SF,23,MIN,82,0,20.5,3.9,8.3,0.5,1.9,3.3,6.5,2.3,3,1.2,2,3.3,0.6,0.3,0.1,0.9,1.1,10.5
137,Evan Turner,SG,27,BOS,81,12,28,4.2,9.3,0.2,1,4,8.3,1.8,2.2,0.6,4.3,4.9,4.4,1,0.3,2.1,1.7,10.5
138,Jerryd Bayless,SG,27,MIL,52,18,28.9,3.6,8.4,1.9,4.4,1.6,4,1.3,1.7,0.4,2.3,2.7,3.1,0.9,0.2,1.4,2.1,10.4
139,Ersan Ilyasova,PF,28,TOT,74,56,25.4,3.8,8.9,1.3,3.5,2.5,5.4,1.5,2.1,1.9,3.5,5.4,0.9,0.7,0.4,1,2.3,10.4
140,Mario Chalmers,PG,29,TOT,61,7,22.5,3,7.3,0.8,2.4,2.2,4.8,3.6,4.3,0.4,2.2,2.6,3.8,1.4,0.2,1.8,3,10.3
141,Allen Crabbe,SG,23,POR,81,8,26,3.8,8.4,1.4,3.5,2.5,4.9,1.2,1.4,0.3,2.3,2.7,1.2,0.8,0.2,0.8,2.4,10.3
142,Robin Lopez,C,27,NYK,82,82,27.1,4.4,8.1,0,0,4.4,8.1,1.6,2,3.3,4.1,7.3,1.4,0.2,1.6,1.6,2.2,10.3
143,Jared Sullinger,PF,23,BOS,81,73,23.6,4.3,10,0.4,1.3,4,8.7,1.3,2,2.4,5.9,8.3,2.3,0.9,0.6,1.3,2.6,10.3
144,Myles Turner,C,19,IND,60,30,22.8,4.4,8.8,0.1,0.2,4.4,8.6,1.5,2,1.1,4.4,5.5,0.7,0.4,1.4,1.1,2.6,10.3
145,Al-Farouq Aminu,SF,25,POR,82,82,28.5,3.6,8.8,1.5,4.3,2.1,4.5,1.4,1.9,1.2,4.9,6.1,1.7,0.9,0.6,1.5,2.1,10.2
146,Marco Belinelli,SG,29,SAC,68,7,24.6,3.6,9.3,1.3,4.4,2.3,5,1.7,2,0.1,1.6,1.7,1.9,0.5,0,1.2,1.3,10.2
147,Gorgui Dieng,C,26,MIN,82,39,27.1,3.8,7.1,0.1,0.2,3.7,6.8,2.5,3,1.9,5.2,7.1,1.7,1.1,1.2,1.7,2.7,10.1
148,Ricky Rubio,PG,25,MIN,76,76,30.6,2.9,7.7,0.8,2.5,2.1,5.2,3.5,4.1,0.5,3.8,4.3,8.7,2.1,0.1,2.5,2.6,10.1
149,Matt Barnes,SF,35,MEM,76,45,28.8,3.5,9.1,1.6,4.9,1.9,4.3,1.5,1.8,1.1,4.4,5.5,2.1,1,0.8,1.6,3.1,10
150,Nikola Jokic,C,20,DEN,80,55,21.7,3.8,7.5,0.4,1.1,3.5,6.5,1.9,2.4,2.3,4.7,7,2.4,1,0.6,1.3,2.6,10
151,Kelly Olynyk,C,24,BOS,69,8,20.2,3.7,8.1,1.2,3,2.4,5,1.4,1.9,1,3,4.1,1.5,0.8,0.5,1.1,2.4,10
152,Patrick Beverley,PG,27,HOU,71,63,28.7,3.6,8.4,1.7,4.4,1.9,4,0.8,1.2,1,2.5,3.5,3.4,1.3,0.4,1.3,3.3,9.9
